entity_type,source_iri,source_label,source_definition,target_iri,target_label,target_definition,candidate_rank,combined_similarity,ranking_band,reciprocal_best
object_property,https://example.org/mod-sbd#performedBy,performed by,"Identifies the role, organisation, team or programme context that performs an activity.",https://example.org/ontology/sora#assignmentAtSAIL,assignmentAtSAIL,Links an OSO robustness assignment to the SAIL context in which it applies.,3,0.0421,very low textual similarity,False
object_property,https://example.org/mod-sbd#prevents,prevents,"Indicates that a security activity or control is intended to prevent an adverse security event, vulnerability exploitation or failure.",https://example.org/ontology/sora#verifiedBy,verifiedBy,"Links an assurance object, competence, procedure, control, or claim to the actor role that verifies it.",1,0.034626,very low textual similarity,False
object_property,https://example.org/mod-sbd#prevents,prevents,"Indicates that a security activity or control is intended to prevent an adverse security event, vulnerability exploitation or failure.",https://example.org/ontology/sora#hasRequirementClassification,hasRequirementClassification,Classifies a requirement element as Annex E safety or Cyber Extension cyber-safety/security.,2,0.028658,very low textual similarity,False
object_property,https://example.org/mod-sbd#prevents,prevents,"Indicates that a security activity or control is intended to prevent an adverse security event, vulnerability exploitation or failure.",https://example.org/ontology/sora#hasActivityType,hasActivityType,Classifies a concrete Activity by its controlled activity type.,3,0.022238,very low textual similarity,False
object_property,https://example.org/mod-sbd#produces,produces,"Relates an activity to an information artefact, evidence item, record or assessment output that it generates.",https://example.org/ontology/sora#documents,documents,"Links an actor to a document or information artefact that it creates, maintains, or supplies.",1,0.103683,very low textual similarity,True
object_property,https://example.org/mod-sbd#produces,produces,"Relates an activity to an information artefact, evidence item, record or assessment output that it generates.",https://example.org/ontology/sora#supportedByEvidence,supportedByEvidence,Links an AssuranceClaim to evidence that supports the claim.,2,0.051494,very low textual similarity,False
object_property,https://example.org/mod-sbd#produces,produces,"Relates an activity to an information artefact, evidence item, record or assessment output that it generates.",https://example.org/ontology/sora#hasConformityStatus,hasConformityStatus,"Associates a configuration, component, manufactured item, or other relevant object with its conformity status.",3,0.048132,very low textual similarity,False
object_property,https://example.org/mod-sbd#providesUnderstandingOf,provides understanding of,"Relates a forensic activity or forensic record to the incident, compromise or other risk concept it helps explain.",https://example.org/ontology/sora#concerns,concerns,"Associates a requirement, activity, or assurance claim with the SORA-domain object or concept it concerns.",1,0.034455,very low textual similarity,False
object_property,https://example.org/mod-sbd#providesUnderstandingOf,provides understanding of,"Relates a forensic activity or forensic record to the incident, compromise or other risk concept it helps explain.",https://example.org/ontology/sora#crossReferences,crossReferences,Preserves an explicit cross-reference from a requirement element to another modelled SORA concept such as another requirement or OSO.,2,0.021698,very low textual similarity,False
object_property,https://example.org/mod-sbd#providesUnderstandingOf,provides understanding of,"Relates a forensic activity or forensic record to the incident, compromise or other risk concept it helps explain.",https://example.org/ontology/sora#hasActivityType,hasActivityType,Classifies a concrete Activity by its controlled activity type.,3,0.021429,very low textual similarity,False
object_property,https://example.org/mod-sbd#reportsTo,reports to,Relates a reporting activity or organisational participant to an organisational reporting point or information-security service.,https://example.org/ontology/sora#documents,documents,"Links an actor to a document or information artefact that it creates, maintains, or supplies.",1,0.028371,very low textual similarity,False
object_property,https://example.org/mod-sbd#reportsTo,reports to,Relates a reporting activity or organisational participant to an organisational reporting point or information-security service.,https://example.org/ontology/sora#hasActivityType,hasActivityType,Classifies a concrete Activity by its controlled activity type.,2,0.022735,very low textual similarity,False
object_property,https://example.org/mod-sbd#reportsTo,reports to,Relates a reporting activity or organisational participant to an organisational reporting point or information-security service.,https://example.org/ontology/sora#hasRequirementClassification,hasRequirementClassification,Classifies a requirement element as Annex E safety or Cyber Extension cyber-safety/security.,3,0.017304,very low textual similarity,False
object_property,https://example.org/mod-sbd#reviewedBy,reviewed by,"Identifies the role or organisational body that reviews an artefact, process, risk or outcome.",https://example.org/ontology/sora#validatedBy,validatedBy,"Links an assurance artefact, procedure, programme, training artefact, mechanism, or claim to the actor role that validates it.",1,0.05363,very low textual similarity,False
object_property,https://example.org/mod-sbd#reviewedBy,reviewed by,"Identifies the role or organisational body that reviews an artefact, process, risk or outcome.",https://example.org/ontology/sora#verifiedBy,verifiedBy,"Links an assurance object, competence, procedure, control, or claim to the actor role that verifies it.",2,0.023219,very low textual similarity,False
